hora,metaf,aero,hora_dt
1654844400000,"METAF SBGL 100700Z 07004KT 2000     BR BKN023   21/19 Q1016=
",SBGL,2022-06-10 07:00:00
1654848000000,"METAF SBGL 100800Z  19002KT 3000     BR BKN025   21/19 Q1018=
",SBGL,2022-06-10 08:00:00
1654851600000,"METAF SBGL 100900Z  24001KT 2000     BR BKN026   21/19 Q1015=
",SBGL,2022-06-10 09:00:00
1654855200000,"METAF SBGL 101000Z  23003KT 2000     BR SCT033   21/19 Q1016=
",SBGL,2022-06-10 10:00:00
1654858800000,"METAF SBGL 101100Z  27004KT 3000     BR SCT011   21/19 Q1017=
",SBGL,2022-06-10 11:00:00
1654862400000,"METAF SBGL 101200Z 07005KT 2000     BR FEW033   21/20 Q1016=
",SBGL,2022-06-10 12:00:00
1654866000000,"METAF SBGL 101300Z 08005KT 2000     BR SCT033   21/20 Q1017=
",SBGL,2022-06-10 13:00:00
1654869600000,"METAF SBGL 101400Z  15002KT 3000     BR FEW011   21/19 Q1017=
",SBGL,2022-06-10 14:00:00
1654873200000,"METAF SBGL 101500Z  14002KT 4000     BR FEW033   22/19 Q1013=
",SBGL,2022-06-10 15:00:00
1654876800000,"METAF SBGL 101600Z  13002KT 7000       FEW033   23/19 Q1013=
",SBGL,2022-06-10 16:00:00
1654880400000,"METAF SBGL 101700Z  10003KT CAVOK 23/19 Q1013=
",SBGL,2022-06-10 17:00:00
1654884000000,"METAF SBGL 101800Z  19005KT CAVOK 25/19 Q1009=
",SBGL,2022-06-10 18:00:00
1654887600000,"METAF SBGL 101900Z  17010KT CAVOK 24/20 Q1011=
",SBGL,2022-06-10 19:00:00
1654891200000,"METAF SBGL 102000Z  19008KT 6000       FEW019   23/20 Q1013=
",SBGL,2022-06-10 20:00:00
1654894800000,"METAF SBGL 102100Z  19006KT 5000     BR BKN033   23/20 Q1012=
",SBGL,2022-06-10 21:00:00
1654898400000,"METAF SBGL 102200Z  22003KT 4000     BR OVC033   23/20 Q1013=
",SBGL,2022-06-10 22:00:00
1654902000000,"METAF SBGL 102300Z  25003KT 4000     BR OVC033   22/20 Q1015=
",SBGL,2022-06-10 23:00:00
1654819200000,"METAF SBGR 100000Z  10004KT 1000     BR OVC022   16/15 Q1017=
",SBGR,2022-06-10 00:00:00
1654822800000,"METAF SBGR 100100Z  11004KT 1000     BR OVC027   15/15 Q1018=
",SBGR,2022-06-10 01:00:00
1654826400000,"METAF SBGR 100200Z  14004KT 0400 FG     OVC027   15/15 Q1019=
",SBGR,2022-06-10 02:00:00
1654830000000,"METAF SBGR 100300Z  13004KT 0400 FG     OVC026   15/15 Q1016=
",SBGR,2022-06-10 03:00:00
1654833600000,"METAF SBGR 100400Z  12003KT 0500 FG     OVC026   15/15 Q1017=
",SBGR,2022-06-10 04:00:00
1654837200000,"METAF SBGR 100500Z 07003KT 0500 FG     OVC030   15/15 Q1017=
",SBGR,2022-06-10 05:00:00
1654840800000,"METAF SBGR 100600Z  11003KT 0650 FG     OVC033   15/14 Q1015=
",SBGR,2022-06-10 06:00:00
1654844400000,"METAF SBGR 100700Z 09003KT 0750 FG     OVC033   15/14 Q1017=
",SBGR,2022-06-10 07:00:00
1654848000000,"METAF SBGR 100800Z  10002KT 1000     BR OVC033   14/14 Q1018=
",SBGR,2022-06-10 08:00:00
1654851600000,"METAF SBGR 100900Z 03003KT 1000     BR OVC032   15/14 Q1016=
",SBGR,2022-06-10 09:00:00
1654855200000,"METAF SBGR 101000Z 01005KT 2000     BR BKN028   15/14 Q1017=
",SBGR,2022-06-10 10:00:00
1654858800000,"METAF SBGR 101100Z  33009KT 4000     BR BKN029   17/15 Q1017=
",SBGR,2022-06-10 11:00:00
1654862400000,"METAF SBGR 101200Z  33008KT 7000       BKN031   18/15 Q1015=
",SBGR,2022-06-10 12:00:00
1654866000000,"METAF SBGR 101300Z  32009KT 9000       BKN017   20/15 Q1017=
",SBGR,2022-06-10 13:00:00
1654869600000,"METAF SBGR 101400Z  32010KT 9999       BKN023   21/15 Q1018=
",SBGR,2022-06-10 14:00:00
1654873200000,"METAF SBGR 101500Z  31012KT 9999       BKN025   22/15 Q1015=
",SBGR,2022-06-10 15:00:00
1654876800000,"METAF SBGR 101600Z  31012KT 9999       SCT028   22/15 Q1014=
",SBGR,2022-06-10 16:00:00
1654880400000,"METAF SBGR 101700Z  30011KT 9999       SCT030   23/15 Q1014=
",SBGR,2022-06-10 17:00:00
1654884000000,"METAF SBGR 101800Z  29009KT 9999       BKN028   22/15 Q1011=
",SBGR,2022-06-10 18:00:00
1654887600000,"METAF SBGR 101900Z  28008KT 9999       BKN028   22/15 Q1013=
",SBGR,2022-06-10 19:00:00
1654891200000,"METAF SBGR 102000Z  26005KT 9999       BKN023   21/16 Q1014=
",SBGR,2022-06-10 20:00:00
1654894800000,"METAF SBGR 102100Z  25006KT 7000       BKN020   19/15 Q1013=
",SBGR,2022-06-10 21:00:00
1654898400000,"METAF SBGR 102200Z  21005KT 2000  - RABR OVC033   18/16 Q1015=
",SBGR,2022-06-10 22:00:00
1654902000000,"METAF SBGR 102300Z  20002KT 1000  - RABR OVC033   17/16 Q1016=
",SBGR,2022-06-10 23:00:00
1654819200000,"METAF SBKP 100000Z 07003KT 7000       SCT032   19/16 Q1015=
",SBKP,2022-06-10 00:00:00
1654822800000,"METAF SBKP 100100Z  10005KT 7000       FEW033   19/15 Q1017=
",SBKP,2022-06-10 01:00:00
1654826400000,"METAF SBKP 100200Z  10005KT 5000     BR FEW029   18/15 Q1018=
",SBKP,2022-06-10 02:00:00
1654830000000,"METAF SBKP 100300Z  10004KT 4000     BR SCT033   18/15 Q1016=
",SBKP,2022-06-10 03:00:00
1654833600000,"METAF SBKP 100400Z  11005KT 4000     BR SCT031   18/15 Q1017=
",SBKP,2022-06-10 04:00:00
1654837200000,"METAF SBKP 100500Z  10004KT 4000     BR SCT030   18/15 Q1017=
",SBKP,2022-06-10 05:00:00
1654840800000,"METAF SBKP 100600Z 06002KT 4000     BR BKN033   17/15 Q1015=
",SBKP,2022-06-10 06:00:00
1654844400000,"METAF SBKP 100700Z 02002KT 5000     BR BKN033   17/15 Q1016=
",SBKP,2022-06-10 07:00:00
1654848000000,"METAF SBKP 100800Z 02004KT 5000     BR OVC033   17/14 Q1018=
",SBKP,2022-06-10 08:00:00
1654851600000,"METAF SBKP 100900Z 01005KT 4000     BR OVC032   17/15 Q1016=
",SBKP,2022-06-10 09:00:00
1654855200000,"METAF SBKP 101000Z 01006KT 3000     BR BKN028   17/15 Q1017=
",SBKP,2022-06-10 10:00:00
1654858800000,"METAF SBKP 101100Z 01007KT 4000     BR OVC029   18/15 Q1017=
",SBKP,2022-06-10 11:00:00
1654862400000,"METAF SBKP 101200Z  35006KT 9000       BKN019   19/15 Q1015=
",SBKP,2022-06-10 12:00:00
1654866000000,"METAF SBKP 101300Z  33006KT 9999       BKN018   21/15 Q1017=
",SBKP,2022-06-10 13:00:00
1654869600000,"METAF SBKP 101400Z  34007KT 9999       BKN024   22/16 Q1018=
",SBKP,2022-06-10 14:00:00
1654873200000,"METAF SBKP 101500Z  32009KT 9999       OVC029   23/15 Q1015=
",SBKP,2022-06-10 15:00:00
1654876800000,"METAF SBKP 101600Z  31009KT 9999       BKN033   24/14 Q1015=
",SBKP,2022-06-10 16:00:00
1654880400000,"METAF SBKP 101700Z  29010KT 9999       SCT033   25/15 Q1014=
",SBKP,2022-06-10 17:00:00
1654884000000,"METAF SBKP 101800Z  28008KT 9999       SCT033   25/14 Q1010=
",SBKP,2022-06-10 18:00:00
1654887600000,"METAF SBKP 101900Z  29008KT 9999       SCT033   25/14 Q1012=
",SBKP,2022-06-10 19:00:00
1654891200000,"METAF SBKP 102000Z  28009KT 9999    RA  SCT033   24/15 Q1014=
",SBKP,2022-06-10 20:00:00
1654894800000,"METAF SBKP 102100Z  25009KT 9999    RA  BKN026   22/16 Q1013=
",SBKP,2022-06-10 21:00:00
1654898400000,"METAF SBKP 102200Z  24006KT 7000    RA  BKN016   20/17 Q1015=
",SBKP,2022-06-10 22:00:00
1654902000000,"METAF SBKP 102300Z  24006KT 7000    RA  OVC016   20/17 Q1016=
",SBKP,2022-06-10 23:00:00
1654819200000,"METAF SBSP 100000Z  15005KT 1000     BR OVC023   16/15 Q1017=
",SBSP,2022-06-10 00:00:00
1654822800000,"METAF SBSP 100100Z  14005KT 1000     BR OVC026   16/15 Q1018=
",SBSP,2022-06-10 01:00:00
1654826400000,"METAF SBSP 100200Z  16004KT 1000     BR OVC028   16/15 Q1019=
",SBSP,2022-06-10 02:00:00
1654830000000,"METAF SBSP 100300Z  14003KT 0750 FG     OVC027   16/15 Q1016=
",SBSP,2022-06-10 03:00:00
1654833600000,"METAF SBSP 100400Z 08003KT 0750 FG     OVC030   16/15 Q1017=
",SBSP,2022-06-10 04:00:00
1654837200000,"METAF SBSP 100500Z 02004KT 1000     BR OVC027   16/15 Q1017=
",SBSP,2022-06-10 05:00:00
1654840800000,"METAF SBSP 100600Z 09003KT 1000     BR OVC033   16/15 Q1016=
",SBSP,2022-06-10 06:00:00
1654844400000,"METAF SBSP 100700Z  12003KT 2000     BR OVC033   16/15 Q1017=
",SBSP,2022-06-10 07:00:00
1654848000000,"METAF SBSP 100800Z  11003KT 1000     BR OVC033   16/15 Q1018=
",SBSP,2022-06-10 08:00:00
1654851600000,"METAF SBSP 100900Z 04005KT 2000     BR OVC033   16/15 Q1015=
",SBSP,2022-06-10 09:00:00
1654855200000,"METAF SBSP 101000Z 01006KT 2000     BR OVC033   16/15 Q1016=
",SBSP,2022-06-10 10:00:00
1654858800000,"METAF SBSP 101100Z  35008KT 6000       BKN029   17/14 Q1017=
",SBSP,2022-06-10 11:00:00
1654862400000,"METAF SBSP 101200Z  34008KT 7000       BKN032   18/15 Q1015=
",SBSP,2022-06-10 12:00:00
1654866000000,"METAF SBSP 101300Z  33008KT 9999       BKN032   20/14 Q1017=
",SBSP,2022-06-10 13:00:00
1654869600000,"METAF SBSP 101400Z  32008KT 9999       BKN026   22/15 Q1017=
",SBSP,2022-06-10 14:00:00
1654873200000,"METAF SBSP 101500Z  31010KT 9999       OVC030   23/14 Q1014=
",SBSP,2022-06-10 15:00:00
1654876800000,"METAF SBSP 101600Z  30010KT 9999       BKN033   24/14 Q1014=
",SBSP,2022-06-10 16:00:00
1654880400000,"METAF SBSP 101700Z  29010KT 9999       BKN033   24/14 Q1014=
",SBSP,2022-06-10 17:00:00
1654884000000,"METAF SBSP 101800Z  28007KT 9999       OVC031   23/14 Q1011=
",SBSP,2022-06-10 18:00:00
1654887600000,"METAF SBSP 101900Z  23004KT 9999  - RA  OVC022   21/16 Q1013=
",SBSP,2022-06-10 19:00:00
1654891200000,"METAF SBSP 102000Z  16008KT 3000  -TSRABR OVC024 FEW030CB 18/16 Q1015=
",SBSP,2022-06-10 20:00:00
1654894800000,"METAF SBSP 102100Z  17006KT 2000  - RABR OVC024   17/16 Q1013=
",SBSP,2022-06-10 21:00:00
1654898400000,"METAF SBSP 102200Z  18006KT 2000  - RABR OVC033   17/16 Q1015=
",SBSP,2022-06-10 22:00:00
1654902000000,"METAF SBSP 102300Z  27002KT 2000     BR OVC023   17/16 Q1016=
",SBSP,2022-06-10 23:00:00
1654905600000,"METAF SBGL 110000Z  28005KT 4000     BR OVC033   22/19 Q1012=
",SBGL,2022-06-11 00:00:00
1654909200000,"METAF SBGL 110100Z  29002KT 3000     BR OVC033   22/19 Q1014=
",SBGL,2022-06-11 01:00:00
1654912800000,"METAF SBGL 110200Z  28004KT 4000     BR OVC033   22/19 Q1015=
",SBGL,2022-06-11 02:00:00
1654916400000,"METAF SBGL 110300Z  22003KT 4000     BR OVC033   21/19 Q1015=
",SBGL,2022-06-11 03:00:00
1654920000000,"METAF SBGL 110400Z  25003KT 4000     BR OVC033   21/19 Q1014=
",SBGL,2022-06-11 04:00:00
1654923600000,"METAF SBGL 110500Z  26004KT 4000     BR OVC033   21/19 Q1016=
",SBGL,2022-06-11 05:00:00
1654927200000,"METAF SBGL 110600Z  30007KT 3000     BR OVC033   20/18 Q1012=
",SBGL,2022-06-11 06:00:00
1654930800000,"METAF SBGL 110700Z  31006KT 4000     BR OVC033   20/18 Q1015=
",SBGL,2022-06-11 07:00:00
1654934400000,"METAF SBGL 110800Z  28005KT 3000     BR OVC033   20/18 Q1016=
",SBGL,2022-06-11 08:00:00
1654938000000,"METAF SBGL 110900Z  30003KT 3000     BR OVC033   20/18 Q1015=
",SBGL,2022-06-11 09:00:00
1654941600000,"METAF SBGL 111000Z  27003KT 3000     BR OVC033   20/18 Q1016=
",SBGL,2022-06-11 10:00:00
1654945200000,"METAF SBGL 111100Z  32003KT 3000     BR OVC033   20/18 Q1018=
",SBGL,2022-06-11 11:00:00
1654948800000,"METAF SBGL 111200Z  27004KT 5000     BR OVC033   20/18 Q1015=
",SBGL,2022-06-11 12:00:00
1654952400000,"METAF SBGL 111300Z  20002KT 6000       OVC033   21/17 Q1019=
",SBGL,2022-06-11 13:00:00
1654956000000,"METAF SBGL 111400Z  20005KT 7000       OVC033   21/17 Q1020=
",SBGL,2022-06-11 14:00:00
1654959600000,"METAF SBGL 111500Z  17005KT 6000    RA  OVC033   20/17 Q1018=
",SBGL,2022-06-11 15:00:00
1654963200000,"METAF SBGL 111600Z  15006KT 6000       OVC033   20/17 Q1016=
",SBGL,2022-06-11 16:00:00
1654966800000,"METAF SBGL 111700Z  13004KT 7000       OVC033   20/17 Q1017=
",SBGL,2022-06-11 17:00:00
1654970400000,"METAF SBGL 111800Z  17007KT 7000    RA  OVC033   20/17 Q1012=
",SBGL,2022-06-11 18:00:00
1654974000000,"METAF SBGL 111900Z  15006KT 9000       OVC033   21/17 Q1016=
",SBGL,2022-06-11 19:00:00
1654977600000,"METAF SBGL 112000Z  16005KT 9999       OVC033   21/16 Q1017=
",SBGL,2022-06-11 20:00:00
1654981200000,"METAF SBGL 112100Z  16006KT 9999       OVC033   21/16 Q1016=
",SBGL,2022-06-11 21:00:00
1654984800000,"METAF SBGL 112200Z  14004KT 7000       OVC033   20/17 Q1017=
",SBGL,2022-06-11 22:00:00
1654988400000,"METAF SBGL 112300Z  11003KT 6000       OVC033   20/17 Q1018=
",SBGL,2022-06-11 23:00:00
1654905600000,"METAF SBGR 110000Z  13003KT 0700 FG     OVC013   14/13 Q1013=
",SBGR,2022-06-11 00:00:00
1654909200000,"METAF SBGR 110100Z  13003KT 0700 FG     OVC013   15/15 Q1014=
",SBGR,2022-06-11 01:00:00
1654912800000,"METAF SBGR 110200Z  13002KT 1000     BR OVC013   15/15 Q1015=
",SBGR,2022-06-11 02:00:00
1654916400000,"METAF SBGR 110300Z  16003KT 1000     BR OVC017   15/14 Q1013=
",SBGR,2022-06-11 03:00:00
1654920000000,"METAF SBGR 110400Z  13002KT 1000     BR OVC014   15/14 Q1015=
",SBGR,2022-06-11 04:00:00
1654923600000,"METAF SBGR 110500Z  13002KT 1000     BR OVC018   15/14 Q1016=
",SBGR,2022-06-11 05:00:00
1654927200000,"METAF SBGR 110600Z  10003KT 1000     BR OVC031   12/11 Q1013=
",SBGR,2022-06-11 06:00:00
1654930800000,"METAF SBGR 110700Z  13003KT 1000     BR OVC030   13/12 Q1016=
",SBGR,2022-06-11 07:00:00
1654934400000,"METAF SBGR 110800Z  16003KT 1000     BR OVC029   13/12 Q1016=
",SBGR,2022-06-11 08:00:00
1654938000000,"METAF SBGR 110900Z  15003KT 1000     BR OVC029   14/13 Q1015=
",SBGR,2022-06-11 09:00:00
1654941600000,"METAF SBGR 111000Z  13003KT 1000     BR OVC030   14/13 Q1017=
",SBGR,2022-06-11 10:00:00
1654945200000,"METAF SBGR 111100Z  14003KT 2000     BR OVC030   15/13 Q1019=
",SBGR,2022-06-11 11:00:00
1654948800000,"METAF SBGR 111200Z  15006KT 3000     BR OVC033   15/13 Q1017=
",SBGR,2022-06-11 12:00:00
1654952400000,"METAF SBGR 111300Z  15006KT 5000     BR OVC033   15/13 Q1020=
",SBGR,2022-06-11 13:00:00
1654956000000,"METAF SBGR 111400Z  15005KT 8000       OVC033   16/12 Q1019=
",SBGR,2022-06-11 14:00:00
1654959600000,"METAF SBGR 111500Z  14003KT 9999       OVC033   17/12 Q1016=
",SBGR,2022-06-11 15:00:00
1654963200000,"METAF SBGR 111600Z  12001KT 9999       OVC022   18/12 Q1017=
",SBGR,2022-06-11 16:00:00
1654966800000,"METAF SBGR 111700Z  34002KT 9999       OVC023   19/13 Q1017=
",SBGR,2022-06-11 17:00:00
1654970400000,"METAF SBGR 111800Z  17003KT 9999       BKN022   18/12 Q1013=
",SBGR,2022-06-11 18:00:00
1654974000000,"METAF SBGR 111900Z  19003KT 9999       BKN024   18/12 Q1017=
",SBGR,2022-06-11 19:00:00
1654977600000,"METAF SBGR 112000Z  21001KT 9999       BKN025   18/13 Q1016=
",SBGR,2022-06-11 20:00:00
1654981200000,"METAF SBGR 112100Z  18003KT 8000       SCT023   14/11 Q1014=
",SBGR,2022-06-11 21:00:00
1654984800000,"METAF SBGR 112200Z  14003KT 3000     BR BKN024   13/12 Q1017=
",SBGR,2022-06-11 22:00:00
1654988400000,"METAF SBGR 112300Z 06004KT 2000     BR BKN028   12/11 Q1018=
",SBGR,2022-06-11 23:00:00
1654905600000,"METAF SBKP 110000Z  16001KT 4000     BR BKN021   18/16 Q1012=
",SBKP,2022-06-11 00:00:00
1654909200000,"METAF SBKP 110100Z  12001KT 4000     BR OVC024   18/16 Q1014=
",SBKP,2022-06-11 01:00:00
1654912800000,"METAF SBKP 110200Z  30001KT 4000     BR OVC020   18/16 Q1016=
",SBKP,2022-06-11 02:00:00
1654916400000,"METAF SBKP 110300Z  31002KT 2000     BR OVC019   17/16 Q1014=
",SBKP,2022-06-11 03:00:00
1654920000000,"METAF SBKP 110400Z  30002KT 2000     BR BKN017   17/16 Q1015=
",SBKP,2022-06-11 04:00:00
1654923600000,"METAF SBKP 110500Z  26003KT 1000     BR OVC019   16/16 Q1017=
",SBKP,2022-06-11 05:00:00
1654927200000,"METAF SBKP 110600Z  12006KT 5000     BR OVC032   15/12 Q1013=
",SBKP,2022-06-11 06:00:00
1654930800000,"METAF SBKP 110700Z  11006KT 5000     BR OVC027   15/12 Q1015=
",SBKP,2022-06-11 07:00:00
1654934400000,"METAF SBKP 110800Z  12004KT 4000     BR OVC032   15/12 Q1017=
",SBKP,2022-06-11 08:00:00
1654938000000,"METAF SBKP 110900Z  12004KT 5000     BR OVC030   15/12 Q1014=
",SBKP,2022-06-11 09:00:00
1654941600000,"METAF SBKP 111000Z  11005KT 5000     BR BKN033   15/13 Q1016=
",SBKP,2022-06-11 10:00:00
1654945200000,"METAF SBKP 111100Z 09003KT 5000     BR OVC026   16/13 Q1019=
",SBKP,2022-06-11 11:00:00
1654948800000,"METAF SBKP 111200Z  11005KT 9000       BKN033   17/13 Q1015=
",SBKP,2022-06-11 12:00:00
1654952400000,"METAF SBKP 111300Z  14006KT 9999       BKN033   18/13 Q1019=
",SBKP,2022-06-11 13:00:00
1654956000000,"METAF SBKP 111400Z  15003KT 9999       OVC033   19/12 Q1020=
",SBKP,2022-06-11 14:00:00
1654959600000,"METAF SBKP 111500Z  34001KT 9999       BKN030   20/12 Q1016=
",SBKP,2022-06-11 15:00:00
1654963200000,"METAF SBKP 111600Z  27003KT 9999       BKN033   21/12 Q1016=
",SBKP,2022-06-11 16:00:00
1654966800000,"METAF SBKP 111700Z  29005KT 9999       SCT033   22/12 Q1017=
",SBKP,2022-06-11 17:00:00
1654970400000,"METAF SBKP 111800Z  28006KT 9999       FEW033   22/10 Q1011=
",SBKP,2022-06-11 18:00:00
1654974000000,"METAF SBKP 111900Z  24007KT 9999       FEW033   22/11 Q1016=
",SBKP,2022-06-11 19:00:00
1654977600000,"METAF SBKP 112000Z  25007KT 9999       FEW033   22/11 Q1016=
",SBKP,2022-06-11 20:00:00
1654981200000,"METAF SBKP 112100Z  27007KT 9999       FEW033   21/11 Q1014=
",SBKP,2022-06-11 21:00:00
1654984800000,"METAF SBKP 112200Z  26006KT 9999       SCT033   20/11 Q1017=
",SBKP,2022-06-11 22:00:00
1654988400000,"METAF SBKP 112300Z  29004KT 9999       SCT033   19/11 Q1018=
",SBKP,2022-06-11 23:00:00
1654905600000,"METAF SBSP 110000Z  15004KT 2000     BR OVC018   15/14 Q1014=
",SBSP,2022-06-11 00:00:00
1654909200000,"METAF SBSP 110100Z  13004KT 2000     BR OVC023   15/14 Q1015=
",SBSP,2022-06-11 01:00:00
1654912800000,"METAF SBSP 110200Z  13003KT 2000     BR OVC023   15/14 Q1015=
",SBSP,2022-06-11 02:00:00
1654916400000,"METAF SBSP 110300Z  16004KT 2000     BR OVC022   15/14 Q1014=
",SBSP,2022-06-11 03:00:00
1654920000000,"METAF SBSP 110400Z  14004KT 2000     BR OVC023   15/14 Q1015=
",SBSP,2022-06-11 04:00:00
1654923600000,"METAF SBSP 110500Z  16005KT 2000     BR OVC023   15/14 Q1017=
",SBSP,2022-06-11 05:00:00
1654927200000,"METAF SBSP 110600Z  14004KT 1000     BR OVC033   14/13 Q1015=
",SBSP,2022-06-11 06:00:00
1654930800000,"METAF SBSP 110700Z  12004KT 2000     BR OVC033   14/13 Q1016=
",SBSP,2022-06-11 07:00:00
1654934400000,"METAF SBSP 110800Z  16004KT 2000     BR OVC033   14/13 Q1016=
",SBSP,2022-06-11 08:00:00
1654938000000,"METAF SBSP 110900Z  15003KT 2000     BR OVC033   14/13 Q1015=
",SBSP,2022-06-11 09:00:00
1654941600000,"METAF SBSP 111000Z  13002KT 2000     BR OVC033   15/13 Q1017=
",SBSP,2022-06-11 10:00:00
1654945200000,"METAF SBSP 111100Z  17001KT 3000     BR OVC033   15/13 Q1019=
",SBSP,2022-06-11 11:00:00
1654948800000,"METAF SBSP 111200Z  16008KT 3000     BR OVC033   15/13 Q1019=
",SBSP,2022-06-11 12:00:00
1654952400000,"METAF SBSP 111300Z  15007KT 6000       OVC033   16/12 Q1021=
",SBSP,2022-06-11 13:00:00
1654956000000,"METAF SBSP 111400Z  14005KT 8000       OVC033   16/12 Q1019=
",SBSP,2022-06-11 14:00:00
1654959600000,"METAF SBSP 111500Z  15006KT 8000       OVC033   16/12 Q1016=
",SBSP,2022-06-11 15:00:00
1654963200000,"METAF SBSP 111600Z  12004KT 9000       OVC033   16/12 Q1017=
",SBSP,2022-06-11 16:00:00
1654966800000,"METAF SBSP 111700Z 08001KT 9999       OVC022   18/12 Q1017=
",SBSP,2022-06-11 17:00:00
1654970400000,"METAF SBSP 111800Z  16007KT 8000       OVC023   16/12 Q1015=
",SBSP,2022-06-11 18:00:00
1654974000000,"METAF SBSP 111900Z  15007KT 6000       OVC033   15/12 Q1018=
",SBSP,2022-06-11 19:00:00
1654977600000,"METAF SBSP 112000Z  15003KT 5000     BR OVC030   15/12 Q1016=
",SBSP,2022-06-11 20:00:00
1654981200000,"METAF SBSP 112100Z  16006KT 3000     BR OVC025   14/12 Q1015=
",SBSP,2022-06-11 21:00:00
1654984800000,"METAF SBSP 112200Z 04001KT 3000     BR OVC022   14/12 Q1017=
",SBSP,2022-06-11 22:00:00
1654988400000,"METAF SBSP 112300Z  35002KT 5000     BR OVC028   15/12 Q1018=
",SBSP,2022-06-11 23:00:00
1654992000000,"METAF SBGL 120000Z 09002KT 6000       OVC033   20/17 Q1014=
",SBGL,2022-06-12 00:00:00
1654995600000,"METAF SBGL 120100Z 08002KT 5000     BR OVC033   20/17 Q1016=
",SBGL,2022-06-12 01:00:00
1654999200000,"METAF SBGL 120200Z 05002KT 5000     BR OVC033   20/17 Q1017=
",SBGL,2022-06-12 02:00:00
1655002800000,"METAF SBGL 120300Z 07002KT 3000     BR OVC033   19/17 Q1016=
",SBGL,2022-06-12 03:00:00
1655006400000,"METAF SBGL 120400Z  14002KT 3000  - RABR OVC033   19/17 Q1015=
",SBGL,2022-06-12 04:00:00
1655010000000,"METAF SBGL 120500Z 04003KT 2000     BR OVC033   19/17 Q1015=
",SBGL,2022-06-12 05:00:00
1655013600000,"METAF SBGL 120600Z  31003KT 3000     BR OVC033   19/17 Q1012=
",SBGL,2022-06-12 06:00:00
1655017200000,"METAF SBGL 120700Z  29001KT 3000    RABR OVC033   19/17 Q1016=
",SBGL,2022-06-12 07:00:00
1655020800000,"METAF SBGL 120800Z  29003KT 2000    RABR OVC033   19/17 Q1017=
",SBGL,2022-06-12 08:00:00
1655024400000,"METAF SBGL 120900Z  26003KT 2000    RABR OVC033   19/17 Q1017=
",SBGL,2022-06-12 09:00:00
1655028000000,"METAF SBGL 121000Z  33004KT 2000    RABR OVC033   19/17 Q1016=
",SBGL,2022-06-12 10:00:00
1655031600000,"METAF SBGL 121100Z  28003KT 3000     BR OVC033   19/17 Q1017=
",SBGL,2022-06-12 11:00:00
1655035200000,"METAF SBGL 121200Z  31003KT 2000     BR OVC033   19/17 Q1015=
",SBGL,2022-06-12 12:00:00
1655038800000,"METAF SBGL 121300Z  25003KT 3000    RABR OVC033   19/17 Q1019=
",SBGL,2022-06-12 13:00:00
1655042400000,"METAF SBGL 121400Z  25004KT 4000    RABR OVC033   19/17 Q1020=
",SBGL,2022-06-12 14:00:00
1655046000000,"METAF SBGL 121500Z  22004KT 6000       OVC033   19/16 Q1018=
",SBGL,2022-06-12 15:00:00
1655049600000,"METAF SBGL 121600Z  30001KT 8000       OVC033   20/16 Q1016=
",SBGL,2022-06-12 16:00:00
1655053200000,"METAF SBGL 121700Z  24001KT 9999       OVC033   20/15 Q1016=
",SBGL,2022-06-12 17:00:00
1655056800000,"METAF SBGL 121800Z  22008KT 9999       OVC033   20/16 Q1013=
",SBGL,2022-06-12 18:00:00
1655060400000,"METAF SBGL 121900Z  22007KT 9999       OVC033   20/15 Q1017=
",SBGL,2022-06-12 19:00:00
1655064000000,"METAF SBGL 122000Z  25006KT 9999       OVC033   20/15 Q1018=
",SBGL,2022-06-12 20:00:00
1655067600000,"METAF SBGL 122100Z  22006KT 9999       OVC033   20/15 Q1017=
",SBGL,2022-06-12 21:00:00
1655071200000,"METAF SBGL 122200Z  26004KT 9999       OVC033   20/15 Q1017=
",SBGL,2022-06-12 22:00:00
1655074800000,"METAF SBGL 122300Z  23007KT 9999       OVC033   20/15 Q1019=
",SBGL,2022-06-12 23:00:00
1654992000000,"METAF SBGR 120000Z  32001KT 1000     BR BKN015   11/11 Q1014=
",SBGR,2022-06-12 00:00:00
1654995600000,"METAF SBGR 120100Z  16001KT 0800 FG     OVC024   12/11 Q1016=
",SBGR,2022-06-12 01:00:00
1654999200000,"METAF SBGR 120200Z  33003KT 0500 FG     OVC021   11/11 Q1016=
",SBGR,2022-06-12 02:00:00
1655002800000,"METAF SBGR 120300Z  24002KT 0450 FG     OVC026   11/11 Q1014=
",SBGR,2022-06-12 03:00:00
1655006400000,"METAF SBGR 120400Z  33004KT 0550 FG     OVC030   11/11 Q1014=
",SBGR,2022-06-12 04:00:00
1655010000000,"METAF SBGR 120500Z  30005KT 1000     BR BKN026   11/10 Q1015=
",SBGR,2022-06-12 05:00:00
1655013600000,"METAF SBGR 120600Z  27002KT 0700 FG     OVC018   12/11 Q1013=
",SBGR,2022-06-12 06:00:00
1655017200000,"METAF SBGR 120700Z  26002KT 1000     BR OVC018   12/11 Q1016=
",SBGR,2022-06-12 07:00:00
1655020800000,"METAF SBGR 120800Z  32003KT 1000     BR OVC019   12/11 Q1016=
",SBGR,2022-06-12 08:00:00
1655024400000,"METAF SBGR 120900Z  33005KT 1000     BR OVC017   11/11 Q1014=
",SBGR,2022-06-12 09:00:00
1655028000000,"METAF SBGR 121000Z  32006KT 1000     BR OVC019   12/11 Q1017=
",SBGR,2022-06-12 10:00:00
