hora,metar,aero,hora_dt
1654652220000,SPECI SBSP 080137Z 23003KT 9000 RA BKN004 BKN030 16/15 Q1017=,SBSP,2022-06-08 01:37:00
1654653600000,METAR SBSP 080200Z 12003KT 070V200 7000 -RA BKN004 BKN030 16/15 Q1017 RERA=,SBSP,2022-06-08 02:00:00
1654657200000,METAR SBSP 080300Z AUTO 08003KT 060V120 8000 RA FEW003 BKN036 OVC041 16/15 Q1016=,SBSP,2022-06-08 03:00:00
1654657800000,SPECI SBSP 080310Z AUTO 05004KT 010V080 9999 FEW003 BKN041 17/16 Q1016=,SBSP,2022-06-08 03:10:00
1654660800000,METAR SBSP 080400Z AUTO 05003KT 020V090 9999 BKN041 16/15 Q1016=,SBSP,2022-06-08 04:00:00
1654662480000,SPECI SBSP 080428Z AUTO 05003KT 9999 FEW004 BKN006 16/15 Q1016=,SBSP,2022-06-08 04:28:00
1654663380000,SPECI SBSP 080443Z AUTO 04003KT 9000 -DZ FEW004 SCT006 16/15 Q1016=,SBSP,2022-06-08 04:43:00
1654663680000,SPECI SBSP 080448Z AUTO 03004KT 360V060 9000 BKN005 16/15 Q1016=,SBSP,2022-06-08 04:48:00
1654664400000,METAR SBSP 080500Z AUTO 03004KT 350V070 9000 BKN005 16/15 Q1016=,SBSP,2022-06-08 05:00:00
1654666140000,SPECI SBSP 080529Z AUTO VRB02KT 8000 BKN004 16/15 Q1016=,SBSP,2022-06-08 05:29:00
1654668000000,METAR SBSP 080600Z AUTO 05002KT 7000 BKN004 BKN045 16/15 Q1016=,SBSP,2022-06-08 06:00:00
1654668120000,SPECI SBSP 080602Z AUTO 05002KT 7000 SCT004 BKN041 16/15 Q1016=,SBSP,2022-06-08 06:02:00
1654671600000,METAR SBSP 080700Z AUTO VRB02KT 6000 FEW005 16/15 Q1015=,SBSP,2022-06-08 07:00:00
1654672500000,SPECI SBSP 080715Z AUTO VRB01KT 6000 BKN005 16/15 Q1016=,SBSP,2022-06-08 07:15:00
1654675200000,METAR SBSP 080800Z AUTO VRB02KT 9999 SCT004 OVC007 16/15 Q1016=,SBSP,2022-06-08 08:00:00
1654675980000,SPECI SBSP 080813Z AUTO 11002KT 8000 BKN006 OVC008 16/15 Q1016=,SBSP,2022-06-08 08:13:00
1654676820000,SPECI SBSP 080827Z AUTO VRB02KT 8000 SCT005 OVC007 16/15 Q1016=,SBSP,2022-06-08 08:27:00
1654678800000,METAR SBSP 080900Z VRB02KT 3000 BR OVC006 16/15 Q1016=,SBSP,2022-06-08 09:00:00
1654682400000,METAR SBSP 081000Z VRB02KT 3000 BR OVC006 17/16 Q1017=,SBSP,2022-06-08 10:00:00
1654686000000,METAR SBSP 081100Z 23005KT 5000 BR SCT005 BKN007 16/15 Q1018=,SBSP,2022-06-08 11:00:00
1654689600000,METAR SBSP 081200Z 18004KT 150V220 5000 BR SCT005 BKN007 16/15 Q1019=,SBSP,2022-06-08 12:00:00
1654693200000,METAR SBSP 081300Z 20006KT 5000 BR OVC006 17/15 Q1019=,SBSP,2022-06-08 13:00:00
1654696800000,METAR SBSP 081400Z 20007KT 7000 OVC008 17/15 Q1019=,SBSP,2022-06-08 14:00:00
1654700400000,METAR SBSP 081500Z 20004KT 140V270 7000 OVC006 17/15 Q1019=,SBSP,2022-06-08 15:00:00
1654704000000,METAR SBSP 081600Z 16005KT 7000 OVC007 16/15 Q1018=,SBSP,2022-06-08 16:00:00
1654707600000,METAR SBSP 081700Z 19004KT 130V230 8000 FEW007 OVC009 17/15 Q1017=,SBSP,2022-06-08 17:00:00
1654711200000,METAR SBSP 081800Z 14006KT 8000 SCT007 OVC009 17/15 Q1017=,SBSP,2022-06-08 18:00:00
1654714800000,METAR SBSP 081900Z 15007KT 9999 SCT007 OVC008 16/15 Q1017=,SBSP,2022-06-08 19:00:00
1654718400000,METAR SBSP 082000Z 15006KT 9999 FEW004 OVC007 16/15 Q1017=,SBSP,2022-06-08 20:00:00
1654722000000,METAR SBSP 082100Z 15007KT 9999 SCT004 OVC007 16/14 Q1018=,SBSP,2022-06-08 21:00:00
1654725600000,METAR SBSP 082200Z 14007KT 9999 SCT004 OVC005 15/14 Q1018=,SBSP,2022-06-08 22:00:00
1654729200000,METAR SBSP 082300Z 17005KT 9999 SCT005 OVC007 15/14 Q1019=,SBSP,2022-06-08 23:00:00
1654675200000,METAR SBSV 080800Z 27002KT 8000 FEW015 21/19 Q1014=,SBSV,2022-06-08 08:00:00
1654646400000,METAR SBSV 080000Z 25002KT CAVOK 24/21 Q1014=,SBSV,2022-06-08 00:00:00
1654650000000,METAR SBSV 080100Z 00000KT CAVOK 23/21 Q1015=,SBSV,2022-06-08 01:00:00
1654653600000,METAR SBSV 080200Z 00000KT CAVOK 23/21 Q1015=,SBSV,2022-06-08 02:00:00
1654657200000,METAR SBSV 080300Z 00000KT CAVOK 22/20 Q1014=,SBSV,2022-06-08 03:00:00
1654660800000,METAR SBSV 080400Z 26002KT CAVOK 22/20 Q1014=,SBSV,2022-06-08 04:00:00
1654664400000,METAR SBSV 080500Z 00000KT CAVOK 22/20 Q1013=,SBSV,2022-06-08 05:00:00
1654668000000,METAR SBSV 080600Z 27003KT CAVOK 21/19 Q1013=,SBSV,2022-06-08 06:00:00
1654671600000,METAR SBSV 080700Z 26003KT 8000 NSC 21/19 Q1013=,SBSV,2022-06-08 07:00:00
1654678800000,METAR SBSV 080900Z 26003KT 9999 FEW020 21/19 Q1014=,SBSV,2022-06-08 09:00:00
1654682400000,METAR SBSV 081000Z 25003KT 9999 FEW020 22/20 Q1015=,SBSV,2022-06-08 10:00:00
1654686000000,METAR SBSV 081100Z 24005KT 9999 FEW020 25/23 Q1016=,SBSV,2022-06-08 11:00:00
1654689600000,METAR SBSV 081200Z 20004KT 160V270 9999 SCT020 27/22 Q1016=,SBSV,2022-06-08 12:00:00
1654693200000,METAR SBSV 081300Z 22006KT 180V250 9999 SCT020 27/21 Q1016=,SBSV,2022-06-08 13:00:00
1654696800000,METAR SBSV 081400Z 19006KT 140V220 9999 FEW023 28/21 Q1016=,SBSV,2022-06-08 14:00:00
1654700400000,METAR SBSV 081500Z 17007KT 120V210 9999 FEW023 28/21 Q1015=,SBSV,2022-06-08 15:00:00
1654704000000,METAR SBSV 081600Z 15007KT 120V200 9999 FEW023 28/20 Q1014=,SBSV,2022-06-08 16:00:00
1654707600000,METAR SBSV 081700Z 19007KT 140V250 9999 FEW020 28/22 Q1013=,SBSV,2022-06-08 17:00:00
1654711200000,METAR SBSV 081800Z 15007KT 9999 FEW020 27/22 Q1013=,SBSV,2022-06-08 18:00:00
1654714800000,METAR SBSV 081900Z 12005KT 9999 FEW020 27/20 Q1013=,SBSV,2022-06-08 19:00:00
1654718400000,METAR SBSV 082000Z 10006KT CAVOK 27/20 Q1013=,SBSV,2022-06-08 20:00:00
1654722000000,METAR SBSV 082100Z 09004KT CAVOK 26/20 Q1013=,SBSV,2022-06-08 21:00:00
1654725600000,METAR SBSV 082200Z 11005KT CAVOK 26/20 Q1014=,SBSV,2022-06-08 22:00:00
1654729200000,METAR SBSV 082300Z 10005KT CAVOK 26/20 Q1014=,SBSV,2022-06-08 23:00:00
1654732800000,METAR SBBR 090000Z 06002KT CAVOK 20/11 Q1019=,SBBR,2022-06-09 00:00:00
1654736400000,METAR SBBR 090100Z 19003KT CAVOK 21/10 Q1019=,SBBR,2022-06-09 01:00:00
1654740000000,METAR SBBR 090200Z 32002KT CAVOK 17/11 Q1019=,SBBR,2022-06-09 02:00:00
1654743600000,METAR SBBR 090300Z 21004KT CAVOK 18/10 Q1019=,SBBR,2022-06-09 03:00:00
1654747200000,METAR SBBR 090400Z VRB02KT CAVOK 16/10 Q1019=,SBBR,2022-06-09 04:00:00
1654750800000,METAR SBBR 090500Z 26002KT CAVOK 15/10 Q1019=,SBBR,2022-06-09 05:00:00
1654754400000,METAR SBBR 090600Z 22003KT CAVOK 15/11 Q1018=,SBBR,2022-06-09 06:00:00
1654758000000,METAR SBBR 090700Z 19001KT CAVOK 15/11 Q1018=,SBBR,2022-06-09 07:00:00
1654761600000,METAR SBBR 090800Z VRB01KT CAVOK 13/10 Q1018=,SBBR,2022-06-09 08:00:00
1654765200000,METAR SBBR 090900Z VRB01KT CAVOK 14/10 Q1018=,SBBR,2022-06-09 09:00:00
1654768800000,METAR SBBR 091000Z VRB01KT CAVOK 13/10 Q1019=,SBBR,2022-06-09 10:00:00
1654772400000,METAR SBBR 091100Z VRB01KT CAVOK 16/11 Q1020=,SBBR,2022-06-09 11:00:00
1654776000000,METAR SBBR 091200Z VRB01KT CAVOK 20/12 Q1021=,SBBR,2022-06-09 12:00:00
1654779600000,METAR SBBR 091300Z 05005KT 020V090 CAVOK 24/11 Q1021=,SBBR,2022-06-09 13:00:00
1654783200000,METAR SBBR 091400Z 06008KT 030V100 CAVOK 26/08 Q1020=,SBBR,2022-06-09 14:00:00
1654786800000,METAR SBBR 091500Z 08006KT CAVOK 27/08 Q1019=,SBBR,2022-06-09 15:00:00
1654790400000,METAR SBBR 091600Z 08007KT CAVOK 28/09 Q1018=,SBBR,2022-06-09 16:00:00
1654794000000,METAR SBBR 091700Z 06005KT CAVOK 28/10 Q1018=,SBBR,2022-06-09 17:00:00
1654797600000,METAR SBBR 091800Z 09003KT 9999 FEW045 28/10 Q1018=,SBBR,2022-06-09 18:00:00
1654801200000,METAR SBBR 091900Z 09001KT 9999 FEW045 29/10 Q1018=,SBBR,2022-06-09 19:00:00
1654804800000,METAR SBBR 092000Z 10005KT 9999 FEW045 28/10 Q1018=,SBBR,2022-06-09 20:00:00
1654808400000,METAR SBBR 092100Z 35003KT 9999 FEW045 SCT080 26/10 Q1019=,SBBR,2022-06-09 21:00:00
1654812000000,METAR SBBR 092200Z 07007KT 9999 FEW045 SCT080 25/10 Q1019=,SBBR,2022-06-09 22:00:00
1654815600000,METAR SBBR 092300Z 05004KT 9999 FEW045 SCT080 24/10 Q1020=,SBBR,2022-06-09 23:00:00
1654732800000,METAR SBCF 090000Z 23003KT CAVOK 21/13 Q1018=,SBCF,2022-06-09 00:00:00
1654736400000,METAR SBCF 090100Z 17002KT CAVOK 20/13 Q1018=,SBCF,2022-06-09 01:00:00
1654740000000,METAR SBCF 090200Z VRB01KT CAVOK 19/13 Q1018=,SBCF,2022-06-09 02:00:00
1654743600000,METAR SBCF 090300Z VRB01KT CAVOK 18/13 Q1018=,SBCF,2022-06-09 03:00:00
1654747200000,METAR SBCF 090400Z 13002KT CAVOK 19/13 Q1018=,SBCF,2022-06-09 04:00:00
1654750800000,METAR SBCF 090500Z 19003KT CAVOK 16/13 Q1017=,SBCF,2022-06-09 05:00:00
1654754400000,METAR SBCF 090600Z 06002KT CAVOK 17/13 Q1017=,SBCF,2022-06-09 06:00:00
1654758000000,METAR SBCF 090700Z 16002KT CAVOK 16/13 Q1017=,SBCF,2022-06-09 07:00:00
1654761600000,METAR SBCF 090800Z 10002KT CAVOK 16/13 Q1017=,SBCF,2022-06-09 08:00:00
1654765200000,METAR SBCF 090900Z 11002KT CAVOK 16/13 Q1018=,SBCF,2022-06-09 09:00:00
1654768800000,METAR SBCF 091000Z 17003KT CAVOK 15/13 Q1019=,SBCF,2022-06-09 10:00:00
1654772400000,METAR SBCF 091100Z 12002KT CAVOK 17/14 Q1019=,SBCF,2022-06-09 11:00:00
1654776000000,METAR SBCF 091200Z 15003KT CAVOK 18/14 Q1020=,SBCF,2022-06-09 12:00:00
1654779600000,METAR SBCF 091300Z 13002KT CAVOK 20/14 Q1020=,SBCF,2022-06-09 13:00:00
1654783200000,METAR SBCF 091400Z 19005KT CAVOK 23/14 Q1020=,SBCF,2022-06-09 14:00:00
1654786800000,METAR SBCF 091500Z 21002KT CAVOK 25/13 Q1019=,SBCF,2022-06-09 15:00:00
1654790400000,METAR SBCF 091600Z 17003KT CAVOK 25/14 Q1018=,SBCF,2022-06-09 16:00:00
1654794000000,METAR SBCF 091700Z 15004KT CAVOK 26/13 Q1018=,SBCF,2022-06-09 17:00:00
1654797600000,METAR SBCF 091800Z 13007KT 9999 FEW040 26/14 Q1018=,SBCF,2022-06-09 18:00:00
1654801200000,METAR SBCF 091900Z 13006KT 9999 FEW036 SCT100 25/14 Q1018=,SBCF,2022-06-09 19:00:00
1654804800000,METAR SBCF 092000Z 12005KT 9999 FEW036 SCT100 24/14 Q1018=,SBCF,2022-06-09 20:00:00
1654808400000,METAR SBCF 092100Z 11009KT CAVOK 24/13 Q1019=,SBCF,2022-06-09 21:00:00
1654812000000,METAR SBCF 092200Z 09009KT CAVOK 23/14 Q1019=,SBCF,2022-06-09 22:00:00
1654815600000,METAR SBCF 092300Z 07006KT CAVOK 22/14 Q1019=,SBCF,2022-06-09 23:00:00
1654747200000,METAR SBCT 090400Z 12003KT 9999 OVC004 12/12 Q1019=,SBCT,2022-06-09 04:00:00
1654732800000,METAR SBCT 090000Z 11005KT 090V150 9999 BKN005 BKN012 BKN050 13/13 Q1020=,SBCT,2022-06-09 00:00:00
1654736400000,METAR SBCT 090100Z 13007KT 9999 OVC005 13/13 Q1019=,SBCT,2022-06-09 01:00:00
1654740000000,METAR SBCT 090200Z 13004KT 9999 BKN004 OVC030 12/12 Q1020=,SBCT,2022-06-09 02:00:00
1654743600000,METAR SBCT 090300Z 11004KT 9999 OVC004 13/13 Q1020=,SBCT,2022-06-09 03:00:00
1654750800000,METAR SBCT 090500Z 14006KT 9999 OVC003 11/11 Q1019=,SBCT,2022-06-09 05:00:00
1654754400000,METAR SBCT 090600Z 14003KT 9999 OVC003 12/12 Q1019=,SBCT,2022-06-09 06:00:00
1654758000000,METAR SBCT 090700Z 14002KT 9999 OVC002 13/13 Q1019=,SBCT,2022-06-09 07:00:00
1654761600000,METAR SBCT 090800Z 21003KT 8000 OVC003 13/13 Q1019=,SBCT,2022-06-09 08:00:00
1654765200000,METAR SBCT 090900Z 25003KT 6000 OVC002 13/13 Q1019=,SBCT,2022-06-09 09:00:00
1654768800000,METAR SBCT 091000Z VRB02KT 7000 OVC003 13/13 Q1019=,SBCT,2022-06-09 10:00:00
1654772400000,METAR SBCT 091100Z 23002KT 2500 BR OVC002 13/13 Q1020=,SBCT,2022-06-09 11:00:00
1654776000000,METAR SBCT 091200Z 18003KT 3000 -DZ OVC003 14/14 Q1021=,SBCT,2022-06-09 12:00:00
1654779600000,METAR SBCT 091300Z 11005KT 9999 OVC008 15/15 Q1021=,SBCT,2022-06-09 13:00:00
1654783200000,METAR SBCT 091400Z 10003KT 9999 OVC010 15/15 Q1021=,SBCT,2022-06-09 14:00:00
1654786800000,METAR SBCT 091500Z 14005KT 9999 BKN010 OVC025 17/14 Q1020=,SBCT,2022-06-09 15:00:00
1654790400000,METAR SBCT 091600Z 13006KT 9999 BKN012 OVC030 17/14 Q1020=,SBCT,2022-06-09 16:00:00
1654794000000,METAR SBCT 091700Z 07007KT 9999 BKN014 BKN030 19/14 Q1019=,SBCT,2022-06-09 17:00:00
1654797600000,METAR SBCT 091800Z 06008KT 9999 BKN014 BKN023 17/14 Q1018=,SBCT,2022-06-09 18:00:00
1654801200000,METAR SBCT 091900Z 07007KT 9999 BKN013 BKN033 17/14 Q1018=,SBCT,2022-06-09 19:00:00
1654804800000,METAR SBCT 092000Z 13003KT 9999 SCT013 BKN043 BKN083 16/14 Q1019=,SBCT,2022-06-09 20:00:00
1654808400000,METAR SBCT 092100Z 19004KT 9999 -RA SCT013 OVC083 15/15 Q1019=,SBCT,2022-06-09 21:00:00
1654812000000,METAR SBCT 092200Z 14003KT 9999 -RA SCT010 BKN045 OVC083 14/14 Q1020=,SBCT,2022-06-09 22:00:00
1654815600000,METAR SBCT 092300Z 17005KT 9999 -RA SCT007 SCT040 OVC083 15/15 Q1020=,SBCT,2022-06-09 23:00:00
1654732800000,METAR SBFL 090000Z 00000KT 9999 BKN040 16/15 Q1018=,SBFL,2022-06-09 00:00:00
1654736400000,METAR SBFL 090100Z 30004KT 9999 SCT040 16/15 Q1018=,SBFL,2022-06-09 01:00:00
1654740000000,METAR SBFL 090200Z VRB02KT 9999 SCT030 16/15 Q1018=,SBFL,2022-06-09 02:00:00
1654743600000,METAR SBFL 090300Z 31003KT 9999 SCT026 16/15 Q1018=,SBFL,2022-06-09 03:00:00
1654747200000,METAR SBFL 090400Z 32003KT 9999 SCT026 15/15 Q1018=,SBFL,2022-06-09 04:00:00
1654750800000,METAR SBFL 090500Z 29005KT 9999 SCT026 16/15 Q1018=,SBFL,2022-06-09 05:00:00
1654754400000,METAR SBFL 090600Z 28004KT 9999 BKN026 16/15 Q1018=,SBFL,2022-06-09 06:00:00
1654758000000,METAR SBFL 090700Z 27002KT 9999 BKN026 16/16 Q1017=,SBFL,2022-06-09 07:00:00
1654761600000,METAR SBFL 090800Z VRB02KT 9999 BKN023 16/15 Q1017=,SBFL,2022-06-09 08:00:00
1654765200000,METAR SBFL 090900Z 27003KT 240V300 9999 BKN023 16/15 Q1017=,SBFL,2022-06-09 09:00:00
1654768800000,METAR SBFL 091000Z 34003KT 7000 -DZ BKN010 OVC023 16/15 Q1018=,SBFL,2022-06-09 10:00:00
1654772400000,METAR SBFL 091100Z 29004KT 3500 -RA SCT004 BKN012 OVC030 16/16 Q1019=,SBFL,2022-06-09 11:00:00
1654776000000,METAR SBFL 091200Z 27002KT 8000 FEW005 BKN014 OVC030 17/16 Q1019=,SBFL,2022-06-09 12:00:00
1654779600000,METAR SBFL 091300Z 28004KT 9000 FEW007 BKN014 OVC030 18/17 Q1020=,SBFL,2022-06-09 13:00:00
1654783200000,METAR SBFL 091400Z 29003KT 9999 FEW007 BKN014 OVC030 18/17 Q1019=,SBFL,2022-06-09 14:00:00
1654784880000,SPECI SBFL 091428Z 28003KT 9999 SCT014 OVC043 19/17 Q1019=,SBFL,2022-06-09 14:28:00
1654786800000,METAR SBFL 091500Z 30002KT 9999 SCT025 OVC040 19/17 Q1019=,SBFL,2022-06-09 15:00:00
1654790400000,METAR SBFL 091600Z 28004KT 9999 SCT025 OVC040 19/17 Q1018=,SBFL,2022-06-09 16:00:00
1654794000000,METAR SBFL 091700Z 15004KT 9999 SCT030 OVC045 21/17 Q1017=,SBFL,2022-06-09 17:00:00
1654797600000,METAR SBFL 091800Z 13005KT 9999 SCT025 OVC040 21/16 Q1017=,SBFL,2022-06-09 18:00:00
1654801200000,METAR SBFL 091900Z 12004KT 9999 SCT030 BKN040 OVC090 21/16 Q1017=,SBFL,2022-06-09 19:00:00
1654804800000,METAR SBFL 092000Z 22003KT 9999 SCT030 BKN040 OVC090 20/17 Q1017=,SBFL,2022-06-09 20:00:00
1654808400000,METAR SBFL 092100Z 20003KT 9999 FEW030 OVC045 19/17 Q1017=,SBFL,2022-06-09 21:00:00
1654812000000,METAR SBFL 092200Z 35002KT 9999 FEW030 OVC045 19/17 Q1017=,SBFL,2022-06-09 22:00:00
1654815600000,METAR SBFL 092300Z 30001KT 9999 FEW030 SCT045 OVC090 18/17 Q1017=,SBFL,2022-06-09 23:00:00
1654732800000,METAR SBGL 090000Z 26007KT 9999 FEW020 BKN050 22/19 Q1016=,SBGL,2022-06-09 00:00:00
1654736400000,METAR SBGL 090100Z 28005KT 9999 FEW040 BKN050 22/19 Q1016=,SBGL,2022-06-09 01:00:00
1654740000000,METAR SBGL 090200Z 28004KT 9999 FEW040 BKN050 22/19 Q1016=,SBGL,2022-06-09 02:00:00
1654743600000,METAR SBGL 090300Z 29004KT 9999 FEW040 BKN050 21/19 Q1015=,SBGL,2022-06-09 03:00:00
1654747200000,METAR SBGL 090400Z 29004KT 9999 FEW040 BKN050 22/20 Q1015=,SBGL,2022-06-09 04:00:00
1654750800000,METAR SBGL 090500Z 27004KT 9999 BKN023 BKN050 21/19 Q1015=,SBGL,2022-06-09 05:00:00
1654754400000,METAR SBGL 090600Z 29005KT 8000 BKN023 BKN050 21/19 Q1015=,SBGL,2022-06-09 06:00:00
1654758000000,METAR SBGL 090700Z 30005KT 7000 BKN023 BKN050 21/19 Q1014=,SBGL,2022-06-09 07:00:00
1654761600000,METAR SBGL 090800Z 32005KT 7000 BKN023 BKN050 21/19 Q1014=,SBGL,2022-06-09 08:00:00
1654765200000,METAR SBGL 090900Z 30002KT 9000 BKN033 BKN050 21/19 Q1016=,SBGL,2022-06-09 09:00:00
1654768800000,METAR SBGL 091000Z 29003KT 8000 SCT013 BKN023 BKN050 21/19 Q1016=,SBGL,2022-06-09 10:00:00
1654772400000,METAR SBGL 091100Z 31002KT 8000 FEW012 BKN014 BKN040 21/20 Q1017=,SBGL,2022-06-09 11:00:00
1654776000000,METAR SBGL 091200Z 34003KT 7000 BKN012 OVC030 22/20 Q1018=,SBGL,2022-06-09 12:00:00
1654779600000,METAR SBGL 091300Z 00000KT 8000 BKN012 OVC035 23/20 Q1018=,SBGL,2022-06-09 13:00:00
1654783200000,METAR SBGL 091400Z 28002KT 8000 SCT013 OVC035 25/19 Q1017=,SBGL,2022-06-09 14:00:00
1654786800000,METAR SBGL 091500Z 13006KT 9000 SCT016 BKN040 23/20 Q1017=,SBGL,2022-06-09 15:00:00
1654790400000,METAR SBGL 091600Z 12007KT 9000 SCT016 OVC040 24/19 Q1016=,SBGL,2022-06-09 16:00:00
1654794000000,METAR SBGL 091700Z 11008KT 9999 SCT018 BKN050 24/19 Q1016=,SBGL,2022-06-09 17:00:00
1654797600000,METAR SBGL 091800Z 11009KT 9999 SCT018 BKN050 24/19 Q1016=,SBGL,2022-06-09 18:00:00
1654801200000,METAR SBGL 091900Z 12008KT 9999 SCT020 BKN050 23/19 Q1016=,SBGL,2022-06-09 19:00:00
1654804800000,METAR SBGL 092000Z 12008KT 9999 SCT018 BKN040 22/19 Q1016=,SBGL,2022-06-09 20:00:00
1654808400000,METAR SBGL 092100Z 11007KT 9999 BKN018 OVC035 22/19 Q1016=,SBGL,2022-06-09 21:00:00
1654812000000,METAR SBGL 092200Z 13008KT 9999 BKN018 OVC030 22/19 Q1016=,SBGL,2022-06-09 22:00:00
1654815600000,METAR SBGL 092300Z 13004KT 9999 FEW008 SCT026 OVC040 22/18 Q1017=,SBGL,2022-06-09 23:00:00
1654732800000,METAR SBGR 090000Z 13002KT 9999 OVC010 16/15 Q1019=,SBGR,2022-06-09 00:00:00
1654736400000,METAR SBGR 090100Z 12003KT 100V170 9999 OVC009 16/15 Q1019=,SBGR,2022-06-09 01:00:00
1654740000000,METAR SBGR 090200Z 13003KT 9999 BKN009 BKN023 16/15 Q1019=,SBGR,2022-06-09 02:00:00
1654743600000,METAR SBGR 090300Z 12002KT 9999 BKN009 16/15 Q1019=,SBGR,2022-06-09 03:00:00
1654747200000,METAR SBGR 090400Z 11002KT 9999 BKN009 16/15 Q1018=,SBGR,2022-06-09 04:00:00
1654750800000,METAR SBGR 090500Z 15002KT 9999 BKN008 16/15 Q1018=,SBGR,2022-06-09 05:00:00
1654754400000,METAR SBGR 090600Z 17002KT 7000 BKN008 BKN017 15/15 Q1018=,SBGR,2022-06-09 06:00:00
1654758000000,METAR SBGR 090700Z 00000KT 7000 BKN009 OVC017 15/15 Q1018=,SBGR,2022-06-09 07:00:00
1654761600000,METAR SBGR 090800Z 00000KT 5000 BR BKN009 OVC017 16/15 Q1018=,SBGR,2022-06-09 08:00:00
1654765200000,METAR SBGR 090900Z 05004KT 4500 BR SCT009 OVC017 16/15 Q1018=,SBGR,2022-06-09 09:00:00
1654768800000,METAR SBGR 091000Z 18002KT 3500 BR SCT008 OVC019 16/15 Q1018=,SBGR,2022-06-09 10:00:00
1654772400000,METAR SBGR 091100Z 13002KT 4000 BR SCT009 OVC017 17/15 Q1019=,SBGR,2022-06-09 11:00:00
1654776000000,METAR SBGR 091200Z 06005KT 5000 BR BKN011 OVC017 17/15 Q1020=,SBGR,2022-06-09 12:00:00
1654779600000,METAR SBGR 091300Z 08005KT 7000 SCT009 OVC011 17/16 Q1020=,SBGR,2022-06-09 13:00:00
1654783200000,METAR SBGR 091400Z 07005KT 9000 SCT009 OVC011 18/16 Q1020=,SBGR,2022-06-09 14:00:00
1654786800000,METAR SBGR 091500Z 08007KT 9999 OVC013 18/16 Q1020=,SBGR,2022-06-09 15:00:00
1654790400000,METAR SBGR 091600Z 06005KT 9999 BKN013 BKN017 19/16 Q1019=,SBGR,2022-06-09 16:00:00
1654794000000,METAR SBGR 091700Z 07003KT 9999 OVC015 20/16 Q1018=,SBGR,2022-06-09 17:00:00
1654797600000,METAR SBGR 091800Z 07007KT 9999 BKN015 BKN019 20/16 Q1018=,SBGR,2022-06-09 18:00:00
1654801200000,METAR SBGR 091900Z 07005KT 9999 BKN015 BKN019 20/17 Q1018=,SBGR,2022-06-09 19:00:00
1654804800000,METAR SBGR 092000Z 06006KT 9000 BKN015 OVC070 19/17 Q1018=,SBGR,2022-06-09 20:00:00
1654808400000,METAR SBGR 092100Z 08005KT 9000 BKN019 BKN070 18/17 Q1018=,SBGR,2022-06-09 21:00:00
1654812000000,METAR SBGR 092200Z 07005KT 9999 SCT040 BKN080 18/17 Q1018=,SBGR,2022-06-09 22:00:00
1654814640000,SPECI SBGR 092244Z 08005KT 4000 RA BR FEW013 BKN030 OVC070 18/17 Q1019=,SBGR,2022-06-09 22:44:00
1654815600000,METAR SBGR 092300Z 09004KT 5000 -RA BR FEW013 BKN030 BKN070 18/17 Q1019 RERA=,SBGR,2022-06-09 23:00:00
1654732800000,METAR SBKP 090000Z 12006KT 5000 BR NSC 18/16 Q1017=,SBKP,2022-06-09 00:00:00
1654736400000,METAR SBKP 090100Z 12007KT 5000 BR SCT035 18/16 Q1018=,SBKP,2022-06-09 01:00:00
1654740000000,METAR SBKP 090200Z 13009KT 7000 BKN033 18/16 Q1018=,SBKP,2022-06-09 02:00:00
1654743600000,METAR SBKP 090300Z 13009KT 8000 SCT040 17/15 Q1017=,SBKP,2022-06-09 03:00:00
1654747200000,METAR SBKP 090400Z 13006KT 8000 SCT035 17/15 Q1017=,SBKP,2022-06-09 04:00:00
1654750800000,METAR SBKP 090500Z 14007KT 8000 FEW035 17/15 Q1017=,SBKP,2022-06-09 05:00:00
1654754400000,METAR SBKP 090600Z 16004KT 8000 NSC 17/15 Q1017=,SBKP,2022-06-09 06:00:00
1654758000000,METAR SBKP 090700Z 14006KT 7000 FEW045 16/15 Q1017=,SBKP,2022-06-09 07:00:00
1654761600000,METAR SBKP 090800Z 14009KT 7000 SCT030 17/15 Q1017=,SBKP,2022-06-09 08:00:00
1654765200000,METAR SBKP 090900Z 15007KT 7000 BKN045 17/15 Q1017=,SBKP,2022-06-09 09:00:00
1654768800000,METAR SBKP 091000Z 15006KT 4000 BR BKN030 17/15 Q1018=,SBKP,2022-06-09 10:00:00
1654772400000,METAR SBKP 091100Z 13006KT 3000 BR SCT030 SCT070 OVC100 17/15 Q1018=,SBKP,2022-06-09 11:00:00
1654776000000,METAR SBKP 091200Z 12007KT 3500 BR SCT015 SCT030 OVC100 18/15 Q1019=,SBKP,2022-06-09 12:00:00
1654777800000,SPECI SBKP 091230Z 12005KT 6000 SCT013 BKN040 OVC100 19/15 Q1019=,SBKP,2022-06-09 12:30:00
1654779600000,METAR SBKP 091300Z 12004KT 4000 BR BKN013 BKN040 OVC100 19/15 Q1020=,SBKP,2022-06-09 13:00:00
1654783200000,METAR SBKP 091400Z 12004KT 6000 SCT013 BKN040 OVC100 20/15 Q1019=,SBKP,2022-06-09 14:00:00
1654786800000,METAR SBKP 091500Z 02004KT 8000 FEW010 SCT050 21/17 Q1019=,SBKP,2022-06-09 15:00:00
1654790400000,METAR SBKP 091600Z 02003KT 8000 SCT015 SCT036 22/17 Q1018=,SBKP,2022-06-09 16:00:00
1654794000000,METAR SBKP 091700Z 35002KT 8000 SCT020 BKN050 23/17 Q1018=,SBKP,2022-06-09 17:00:00
